Net_Passengers,2019 Total Housing Units,2019 Total Daytime Population,2019 Unemployment Rate,2014-2018 ACS Average Number of Vehicles,2014-2018 ACS HHs: Inc Below Poverty Level,2019 Median Household Income,Household Density,Daytime_Population_Density,Shape Area sqmi,2014-2018 ACS HHs: Inc Below Poverty Level,2014-2018 ACS HHs: Inc Below Poverty Level: Percent,primary_length,secondary_length,tertiary_length,walk_length,Undeveloped_Sq_Meters,Developed_OP_Sq_Meters,Developed_LI_Sq_Meters,Developed_MI_Sq_Meters,Developed_HI_Sq_Meters,Square_Meters_Residential,Square_Meters_Com_Ind_MU,Square_Meters_Other
0,1627,29632,7.9,0,509,16757,1627,29632,1,509,42.35,0.003194174,0.003388128,0.002502882,0.001013968,7200,22500,239400,632700,1103400,76568.13,409196.7797,69389.62103
0,1685,29090,8.2,0,542,15859,1685,29090,1,542,43.67,0.003194174,0.003388128,0.002502882,0.001013968,7200,21600,243900,639000,1103400,75617.02756,400978.1456,62473.92408
-2,1779,29185,8.3,0,588,15599,1779,29185,1,588,43.65,0.004167034,0.003388128,0.002502882,0.001013968,7200,21600,239400,599400,1141200,78322.94249,437681.3581,58934.26522
0,1766,28354,8.3,0,584,15637,1766,28354,1,584,43.58,0.004167034,0.003388128,0.002502882,0.001013968,7200,20700,242100,574200,1167300,69445.54649,452820.1991,50595.15961
0,1465,20635,6.3,0,359,25302,1465,20635,1,359,34.82,0.004167034,0.003388128,0.001407704,0.001013968,7200,13500,198000,565200,1227600,61210.09737,468967.4199,49976.58274
1,1272,21844,5.8,1.1,280,30854,1272,21844,1,280,32.26,0.004167034,0.003388128,0.001407704,0.001860492,7200,16200,144000,619200,1221300,53560.3673,488427.0953,43808.6143
0,1278,26713,6.1,1.1,281,30108,1278,26713,1,281,31.9,0.004167034,0.003388128,0.001407704,0.000956618,13500,18900,170100,639900,1164600,50605.8924,473078.8454,43808.6143
0,1265,28939,6.3,1.1,267,30013,1265,28939,1,267,31.23,0.003194174,0.003388128,0.002502882,0.000135852,18900,18000,183600,669600,1124100,51907.47325,487201.078,52147.7199
-2,58,2120,18.5,1,15,23671,58,2120,1,15,31.25,0.002539036,0,0.003898335,0.004159403,574200,334800,324000,351900,419400,16527.8121,110057.9126,44211.82727
0,946,1800,17.4,0,245,21165,946,1800,1,245,30.51,0.002539036,0.027680965,0.004266229,0.000104051,75600,352800,871200,417600,287100,107743.2959,49004.5466,61268.7897
-11,946,1800,17.4,0,245,21165,946,1800,1,245,30.51,0.002539036,0,0.004266229,0.000104051,77400,352800,870300,422100,285300,108277.7251,49004.5466,61268.7897
-150,1757,31328,6.5,0,442,25579,1757,31328,1,442,35.14,0.007374132,0.00141239,0.002113161,0.000108934,18900,69300,316800,740700,860400,54046.63579,380646.3255,79261.75925
0,983,1953,17.5,0,255,20966,983,1953,1,255,30.65,0.002539036,0,0.004266229,0.000104051,74700,352800,871200,417600,296100,104137.6073,47759.75662,61268.7897
15,983,1953,17.5,0,255,20966,983,1953,1,255,30.65,0.002539036,0,0.004266229,0.000104051,74700,352800,871200,417600,296100,104137.6073,47759.75662,61268.7897
1,58,2120,18.5,1,15,23671,58,2120,1,15,31.25,0.002539036,0,0.003898335,0.004159403,574200,334800,324000,351900,419400,16527.8121,110057.9126,44211.82727
0,1565,20828,6.5,0,398,23280,1565,20828,1,398,36.31,0.004167034,0.003388128,0.001407704,0.001013968,7200,14400,207900,558000,1219500,63857.38117,453437.4457,49976.58274
3,1565,20828,6.5,0,398,23280,1565,20828,1,398,36.31,0.004167034,0.003388128,0.001407704,0.001013968,7200,14400,207900,558000,1219500,63857.38117,453437.4457,49976.58274
0,1822,21958,8.1,0,588,16262,1822,21958,1,588,42.33,0.004167034,0.003388128,0.001407704,0.001013968,7200,20700,231300,562500,1187100,64502.16801,467424.0338,44703.42273
24,1439,19042,6.6,0,362,23794,1439,19042,1,362,35.39,0.004167034,0.003388128,0.001407704,0.001013968,7200,12600,206100,574200,1214100,68187.34985,448702.2655,42145.41019
-146,1767,28374,8.3,0,584,15637,1767,28374,1,584,43.52,0.004167034,0.003388128,0.002502882,0.001013968,7200,20700,239400,574200,1166400,65673.04828,454641.0228,50595.15961
-70,1685,29428,8.2,0,542,15859,1685,29428,1,542,43.67,0.003194174,0.003388128,0.002502882,0.001013968,7200,21600,236700,632700,1110600,74983.57427,426248.6078,62473.92408
-51,1659,29614,7.8,0,515,16943,1659,29614,1,515,42.18,0.003194174,0.003388128,0.002502882,0.001013968,7200,22500,235800,640800,1107900,75423.32284,399884.316,69389.62103
-329,1662,29919,6.8,0,412,23963,1662,29919,1,412,36.36,0.003194174,0.001636896,0.002502882,0.001013968,7200,36000,269100,650700,1051200,75028.18863,399964.7862,77583.59767
15,1772,31440,6.6,0,444,25553,1772,31440,1,444,35.13,0.007374132,0.00141239,0.002113161,0.000108934,11700,59400,304200,736200,901800,54403.68756,385230.0117,79985.91952
-267,1807,27195,6.5,0,449,25874,1807,27195,1,449,34.57,0.007374132,0.00141239,0.000639021,0.000108934,119700,82800,306900,715500,782100,50093.27502,312603.7443,74677.50723
6,1144,4505,2,1.5,120,48071,1144,4505,1,120,12.75,0.003839218,0.015109905,0.001613541,0.001678447,128700,480600,660600,459000,285300,97417.83352,171184.015,15330.17083
0,1076,4586,2,1.4,116,46499,1076,4586,1,116,13.12,0.003839218,0.015109905,0.001613541,0.001678447,130500,456300,661500,476100,290700,94236.09415,172485.9418,16034.56731
-3,1076,4586,2,1.4,116,46499,1076,4586,1,116,13.12,0.003839218,0.015109905,0.001613541,0.001678447,130500,456300,661500,476100,290700,94236.09415,172485.9418,16034.56731
-11,1023,4679,2,1.4,121,45781,1023,4679,1,121,13.07,0.004037423,0.015109905,0.001613541,0.000669105,185400,522900,600300,441000,256500,85523.09693,159918.2351,10458.99595
30,1181,4623,1.9,1.4,138,45782,1181,4623,1,138,13.03,0.004037423,0.015109905,0.001613541,0.000669105,215100,574200,591300,409500,219600,83867.93541,151930.596,10384.2808
17,1317,4531,2,1.4,154,45853,1317,4531,1,154,13.14,0.004037423,0.015109905,0.001613541,0.000669105,202500,535500,640800,407700,222300,100309.9861,159835.7466,10665.84483
8,1279,4174,2.2,1.5,150,48632,1279,4174,1,150,12.72,0.003839218,0.015109905,0.001613541,0.000669105,95400,616500,693000,376200,231300,134116.6485,146438.2744,17290.60721
-2,1261,3497,2.1,1.5,149,47149,1261,3497,1,149,13.04,0.016145346,0.015109905,0.001613541,0.001342886,220500,695700,661500,279900,149400,136415.0989,103204.8982,12888.72571
-9,1277,2935,2.2,1.5,151,46756,1277,2935,1,151,13.36,0.016145346,0,0.001613541,0.019875458,362700,716400,609300,240300,78300,125868.8587,74646.01766,10145.98952
16,1140,2050,2.1,1.5,139,46575,1140,2050,1,139,13.47,0,0,0.001613541,0.019875458,543600,736200,526500,173700,34200,108643.1815,62786.14667,4277.408553
-5,945,1153,1.9,1.5,113,46489,945,1153,1,113,13.57,0,0,0.001613541,0.019875458,622800,726300,474300,158400,20700,97825.1661,55335.45882,2459.391607
0,1080,1222,2.1,1.5,131,46850,1080,1222,1,131,13.44,0,0,0.001613541,0.000419232,584100,717300,522000,165600,16200,106741.4523,45612.39991,3102.987222
-82,1028,1191,2.1,1.5,124,46827,1028,1191,1,124,13.46,0,0,0.001613541,0.000419232,594900,718200,513900,164700,16200,104336.0214,44758.4556,3102.987222
0,259,7364,0.6,2.1,4,85886,259,7364,1,4,1.93,0,0.000938531,0.006077151,0,108900,341100,316800,648000,595800,56524.49089,202646.1435,1233.873006
3306,259,7364,0.6,2.1,4,85886,259,7364,1,4,1.93,0,0.000938531,0.006077151,0,108900,340200,315900,649800,596700,56172.82584,203563.6711,1233.873006
1655,83,7217,3.2,1.7,6,56811,83,7217,1,6,8.11,0,0.016297863,0.007120026,0.001775984,81900,141300,267300,735300,783000,33850.18714,313092.7215,10097.45249
16,50,5451,2,1.7,4,56944,50,5451,1,4,9.3,0,0.010099125,0.007120026,0.001775984,73800,117900,219600,765000,830700,30706.96822,316009.195,9720.751019
632,8,5425,0,1.3,1,50000,8,5425,1,1,16.67,0,0.000938531,0.007120026,0.001775984,93600,186300,243900,727200,755100,46310.0088,297748.4138,6088.696229
937,884,5238,0.9,1.4,44,45048,884,5238,1,44,7.6,0.027942075,0.000938531,0.00087507,0,107100,288900,373500,757800,478800,79207.1717,241908.4111,1538.911231
0,493,3997,0.8,1.7,10,49443,493,3997,1,10,4.85,0.027942075,0.013118251,0.002619677,0,106200,323100,402300,734400,444600,88378.89414,170194.958,1233.873006
770,629,3210,0.6,1.6,19,49122,629,3210,1,19,5.37,0.027942075,0.013118251,0.001592745,0,100800,466200,514800,587700,342900,139241.3459,121917.8853,1827.985303
185,536,2965,0.5,1.6,27,49085,536,2965,1,27,5.62,0.027942075,0.013118251,0.001592745,0,120600,549000,561600,468900,314100,129547.2955,110996.0562,1489.937328
331,594,2582,0.5,1.6,27,52137,594,2582,1,27,5.1,0.027942075,0.013118251,0.004490202,0,143100,608400,572400,399600,288900,114683.3464,112017.2956,1489.937328
22,661,1883,0.3,1.6,29,53844,661,1883,1,29,4.99,0.024050494,0.013118251,0.004490202,0,205200,743400,596700,288000,172800,120018.4814,86732.69463,342.5986533
59,633,1539,0.3,1.6,29,52228,633,1539,1,29,5.11,0.024050494,0.013118251,0.004490202,0,262800,848700,604800,198000,91800,120810.2577,62689.19827,86.53433098
10,673,1814,0.2,1.7,25,58719,673,1814,1,25,4.31,0.024050494,0.013118251,0.004490202,0,260100,804600,596700,256500,89100,110810.4843,70786.69516,
129,529,2196,0.8,1.9,14,64766,529,2196,1,14,3.76,0.024050494,0,0.004490202,0,205200,597600,612900,421200,171000,73272.43133,125711.5339,
133,680,3443,1.5,1.7,37,44762,680,3443,1,37,7.89,0.024050494,0.00337019,0.003866491,0,198900,352800,588600,556200,315000,71411.94508,159456.5173,15357.82701
304,673,2988,2,0,63,38903,673,2988,1,63,14,0.015764954,0.00337019,0.003866491,0,213300,381600,546300,549000,319500,59085.71787,172475.4576,24726.0937
31,856,4254,1.9,0,109,37537,856,4254,1,109,17.81,0.015764954,0.001788867,0.003866491,0,263700,404100,542700,500400,296100,54728.29766,164718.5212,27551.85976
171,720,3577,2.3,0,122,34249,720,3577,1,122,25.15,0.015764954,0.009045676,0.003866491,0,144900,447300,696600,465300,259200,82924.13137,142302.6847,26287.76646
88,1049,3579,2.4,1.4,184,34189,1049,3579,1,184,25.88,0.015764954,0.009045676,0.003866491,0,112500,404100,664200,474300,353700,71813.51319,148558.3387,16876.06374
13,848,2995,2.4,1.4,150,33998,848,2995,1,150,26.22,0.015764954,0.000472723,0.007513605,0,176400,506700,616500,359100,348300,66724.66328,117230.8333,692.1147258
4,611,2042,2.3,1.4,107,34043,611,2042,1,107,26.16,0.015764954,0.000472723,0.007513605,0,228600,518400,590400,323100,351900,62089.733,104851.5362,1533.502776
95,381,1596,2.7,1.4,67,33913,381,1596,1,67,25.77,0.015764954,0.000472723,0.007513605,0.00212773,572400,466200,412200,239400,323100,31683.98078,103469.7173,1485.525056
-17,323,2358,4,1.4,53,33985,323,2358,1,53,20.95,0.015764954,0.000472723,0.007513605,0.00212773,590400,443700,297000,241200,438300,22545.37175,111565.5129,1350.966758
-46,192,4320,6.5,1.5,25,34844,192,4320,1,25,12.89,0.015764954,0.000472723,0.004650225,0.00212773,432900,363600,288900,294300,625500,26247.98749,202651.5192,841.3880498
32,65,3644,5.8,1.5,9,35000,65,3644,1,9,13.64,0.001285505,0.010255542,0.004650225,0.00212773,450000,351000,298800,338400,577800,10865.77475,193718.1609,841.3880498
0,7,3244,5,1.7,1,41302,7,3244,1,1,16.67,0.001285505,0,0.004650225,0.00212773,643500,339300,265500,307800,449100,1392.574361,180135.1384,841.3880498
2203,7,3244,5,1.7,1,41302,7,3244,1,1,16.67,0.001285505,0,0.004650225,0.00212773,643500,339300,265500,307800,449100,1392.574361,180135.1384,841.3880498
1464,136,3735,5.7,1.5,17,36269,136,3735,1,17,15.32,0.019281395,0.014333681,0.004650225,0.015475867,517500,211500,440100,315900,519300,19870.85969,183302.6845,
139,250,4086,6.2,1.5,32,35297,250,4086,1,32,13.5,0.001285505,0.004180816,0.004650225,0.00212773,324000,263700,513900,347400,562500,36396.22987,188130.2155,841.3880498
156,306,4203,6.3,1.5,39,35575,306,4203,1,39,13.49,0.001285505,0.004180816,0.004650225,0.00212773,207000,321300,555300,342000,578700,48322.27522,190877.9311,841.3880498
191,475,4133,6.4,1.5,59,35312,475,4133,1,59,13.2,0.001285505,0.004180816,0.004650225,0.002096612,133200,488700,565200,287100,531000,71068.83299,175019.7926,2205.946708
156,773,4220,6.1,1.5,96,35757,773,4220,1,96,13.97,0.00126368,0.014333681,0.004650225,0.002096612,42300,514800,659700,282600,512100,95778.81738,179392.2799,1364.558658
77,913,4194,6.1,1.5,114,35792,913,4194,1,114,14,0.019281395,0.014333681,0.001998092,0.002096612,18000,515700,704700,271800,496800,110693.9864,179036.0489,1364.558658
120,1064,3677,6,1.5,133,35858,1064,3677,1,133,14.16,0.031285028,0.006889439,0.001998092,0.002096612,7200,504000,798300,280800,414900,130677.8935,157066.0425,1364.558658
196,1222,3672,5.7,1.5,148,37109,1222,3672,1,148,13.83,0.031285028,0.006889439,0.003272886,0.002096612,2700,585900,876600,266400,280800,150597.9797,133446.6791,1490.374722
113,1398,2443,5.3,1.6,164,38956,1398,2443,1,164,13.54,0.031285028,0.006889439,0.003272886,0.002096612,1800,634500,956700,232200,188100,167910.2931,123905.4052,2044.28237
196,1346,2379,5.1,1.6,151,40554,1346,2379,1,151,13.08,0.031285028,0.006889439,0.003272886,0.002096612,1800,675000,966600,202500,161100,175364.8369,56244.67361,2232.710822
248,1335,2034,4.7,1.7,143,44300,1335,2034,1,143,12.4,0.031285028,0.006889439,0.005078654,0.002096612,1800,718200,1007100,180000,108900,171531.7384,63036.54334,1051.431551
120,1279,2065,4.5,1.7,131,46617,1279,2065,1,131,11.87,0.031285028,0.006889439,0.005078654,0.002096612,1800,714600,1006200,185400,98100,172325.9684,69568.42425,1051.431551
12,1294,2147,4.3,1.8,129,48349,1294,2147,1,129,11.56,0.031285028,0.006889439,0.005078654,0.000474935,1800,672300,1031400,206100,105300,171982.1192,66232.46988,1146.731967
36,1225,1985,4,1.8,120,50986,1225,1985,1,120,11.59,0.031285028,0.006889439,0.005078654,0.000474935,1800,679500,1018800,204300,104400,169003.5099,64568.66846,371.0522193
7,1120,1600,3.5,1.7,112,52662,1120,1600,1,112,12.42,0.031285028,0.008500042,0.007924951,0.000474935,14400,868500,853200,181800,89100,152541.112,63699.48596,245.2361552
124,1248,1965,3.8,1.6,145,49524,1248,1965,1,145,14.74,0.031285028,0.008500042,0.007924951,0.000474935,23400,962100,754200,178200,94500,143156.4962,60289.74977,95.30041591
33,1403,1863,3.6,1.6,182,46825,1403,1863,1,182,16.5,0.031285028,0.011330866,0.007924951,0.000474935,27900,1039500,678600,154800,115200,136490.1103,66616.7377,95.30041591
57,1337,2012,3.8,1.5,184,44824,1337,2012,1,184,17.36,0.031285028,0.011330866,0.007924951,0.000175844,19800,1073700,632700,162900,124200,130358.752,72671.136,211.2510005
-20,1312,1994,3.9,1.5,190,43203,1312,1994,1,190,18.23,0.031285028,0.011330866,0.00056865,0.000175844,19800,1051200,647100,152100,134100,132105.6295,64833.42074,211.2510005
-185,1440,2159,3.8,1.5,207,42782,1440,2159,1,207,17.98,0.031285028,0.011330866,0.000912353,0.000175844,26100,1103400,603000,138600,140400,135628.36,59139.47963,385.3394096
-304,1649,2190,3.8,1.5,230,42537,1649,2190,1,230,17.86,0.031285028,0.011330866,0.000912353,0.000175844,33300,1128600,582300,137700,131400,137416.2258,59915.96812,290.0389937
0,1480,2052,3.7,1.5,205,42376,1480,2052,1,205,17.86,0.031285028,0.011330866,0.000912353,0.000175844,63900,1119600,561600,141300,119700,137485.2413,52911.52018,426.3134536
503,1480,2052,3.7,1.5,205,42376,1480,2052,1,205,17.86,0.031285028,0.011330866,0.000912353,0.000175844,63900,1118700,561600,141300,119700,137345.6027,52911.52018,426.3134536
522,1770,2317,3.9,1.5,243,41350,1770,2317,1,243,17.83,0.001406118,0.011330866,0.000912353,0.000175844,123300,1101600,541800,129600,110700,138326.1873,51741.02086,615.5566617
4,1626,1902,3.9,1.5,219,40849,1626,1902,1,219,17.51,0.001406118,0.011330866,0.000912353,0.000175844,144900,1143900,521100,101700,99900,148084.9487,45442.86556,692.9563566
38,1432,1684,4,1.5,195,39783,1432,1684,1,195,17.5,0.002749748,0.011330866,0.000912353,0.000175844,190800,1171800,474300,91800,77400,154040.2321,29739.67003,1295.805825
62,1225,1912,4.5,1.5,168,38678,1225,1912,1,168,18.12,0.002749748,0.001464005,0.000912353,0.000175844,203400,1165500,454500,120600,63900,156058.7178,23978.07839,1295.805825
-192,925,3360,6,1.4,174,30013,925,3360,1,174,23.93,0.002749748,0.000522074,0.001124334,0.000524189,135000,677700,704700,401400,96300,167740.9894,92566.09755,2660.648229
-263,955,4452,7.3,1.3,223,26662,955,4452,1,223,29.54,0.002749748,0.011148375,0.001124334,0.000524189,82800,456300,783900,527400,156600,179043.3774,122014.7294,3376.841684
-13,1033,4598,7.2,1.3,243,26268,1033,4598,1,243,30.34,0.002749748,0.027680965,0.001124334,0.000524189,56700,360900,812700,592200,182700,189090.2871,127559.9083,3734.627636
22,1171,4949,7.1,1.3,280,25841,1171,4949,1,280,31.28,0.002749748,0.027680965,0.001124334,0.000524189,15300,271800,841500,667800,218700,203115.1945,139673.8779,3340.366121
13,1425,5120,6.9,1.3,342,26207,1425,5120,1,342,30.87,0.002749748,0.027680965,0.001570259,0.001499191,12600,134100,848700,758700,260100,212578.0058,155607.7327,3135.676586
-73,1423,4828,6.7,1.3,347,25885,1423,4828,1,347,31.52,0.002749748,0.027680965,0.000756953,0.001499191,15300,102600,855900,772200,265500,215814.5786,158644.2567,3281.220942
-133,1559,5141,6.4,1.3,384,25734,1559,5141,1,384,31.87,0.021879918,0.027680965,0.000936545,0.001499191,17100,69300,860400,797400,261900,215343.3789,169217.7741,10505.68153
0,1649,5209,6.4,1.3,401,25751,1649,5209,1,401,31.83,0.021879918,0.027680965,0.001494761,0.001499191,17100,51300,847800,817200,271800,208814.6088,169008.4689,11537.14419
-351,1665,5206,6.3,1.3,404,25742,1665,5206,1,404,31.74,0.021879918,0.027680965,0.001494761,0.001499191,17100,51300,851400,817200,270900,209876.1048,168475.0508,11537.14419
-109,1654,6056,6.5,1.3,392,26071,1654,6056,1,392,31.51,0.021879918,0.027680965,0.001494761,0.001499191,17100,54000,834300,818100,293400,208756.6038,151001.3082,15266.0445
-48,1643,6019,6.4,1.3,377,26431,1643,6019,1,377,31.13,0.021879918,0.027680965,0.00078248,0.001499191,17100,59400,808200,806400,321300,206826.4163,149091.5274,19751.63341
65,1612,4347,6.2,1.3,363,26894,1612,4347,1,363,30.79,0.022493776,0.020014971,0.00078248,0.00241913,17100,74700,819000,775800,324900,204076.8793,144330.7781,20500.87321
8,1553,4117,6.1,1.3,340,27163,1553,4117,1,340,30.52,0.022493776,0.020014971,0.00078248,0.002318183,17100,107100,810000,775800,301500,187336.9645,160099.8901,22556.52649
11,1426,3810,6.1,1.4,311,27461,1426,3810,1,311,30.37,0.022493776,0.020014971,0.00078248,0.001295101,17100,139500,759600,777600,313200,171308.981,142993.8344,30917.09812
-85,1206,3715,6,1.4,260,28151,1206,3715,1,260,30.13,0.022493776,0.020014971,0.00078248,0.001295101,15300,191700,729900,738900,339300,150931.5642,138411.797,32825.49727
-65,1091,3566,6,1.4,230,28398,1091,3566,1,230,29.64,0.022493776,0.020014971,0.003320247,0.001295101,7200,245700,689400,715500,353700,127660.4956,135093.101,30389.69246
-39,928,3322,5.6,1.4,192,29057,928,3322,1,192,29.45,0.022493776,0.020014971,0.003320247,0.001295101,,292500,649800,701100,367200,109864.4336,132132.9877,32210.36181
-21,809,3238,5.9,1.4,171,29031,809,3238,1,171,29.95,0.022493776,0.020014971,0.001105691,0.001295101,,342900,584100,710100,377100,97637.49017,123214.1487,33019.16825
-223,1029,2861,6.5,1.4,242,28539,1029,2861,1,242,30.36,0.022493776,0.020014971,0.000311431,0.001295101,,307800,532800,759600,409500,89321.78058,192610.5597,22274.76823
-55,1065,19479,6.5,1.4,251,28052,1065,19479,1,251,30.84,0.021879918,0.010508902,0.002187013,0.000135852,,220500,518400,815400,454500,88158.54804,237919.8266,33636.36289
-193,1070,21058,6.6,1.4,249,27777,1070,21058,1,249,31.32,0.021879918,0.010508902,0.002187013,0.000514863,12600,164700,521100,810000,504000,89464.79041,257197.338,26516.31133
-625,1175,22241,6.6,1.4,258,27519,1175,22241,1,258,31.54,0.003167995,0.001790982,0.002187013,0.000514863,25200,81900,498600,830700,576000,103928.4141,326592.3869,22772.46515
-174,1186,7831,6.6,1.4,257,27467,1186,7831,1,257,31.57,0.003167995,0.001515483,0.002187013,0.000514863,25200,81000,481500,827100,594900,105498.3378,359489.0267,22677.57994
-301,1341,9751,6.7,1.4,299,28947,1341,9751,1,299,29.99,0.001456443,0.001515483,0.002187013,0.011014395,26100,68400,426600,819900,672300,101630.6928,347631.5563,33867.92843
-180,1461,21183,6.3,1.2,343,30074,1461,21183,1,343,29.98,0.001456443,0.001636896,0.002187013,0.011014395,31500,55800,328500,826200,770400,81863.63112,346639.3188,16739.71239
-50,1440,26943,6.3,1.1,314,30208,1440,26943,1,314,30.49,0.001456443,0.001636896,0.002187013,0.000731927,36000,59400,276300,809100,833400,66827.36004,371862.6285,35828.04703
-168,1324,29035,6.2,1.1,268,30822,1324,29035,1,268,29.52,0.001456443,0.001636896,0.002187013,0.001155599,36900,56700,245700,755100,914400,72852.60633,415480.9475,54502.72781
-281,1556,30853,6.2,1.1,296,31087,1556,30853,1,296,29.66,0.001456443,0.001636896,0.002113161,0.001155599,32400,45900,231300,718200,980100,78808.04954,409711.1709,59211.99724
-438,1428,30133,5.9,1.1,278,31680,1428,30133,1,278,29.2,0.007374132,0.001636896,0.002113161,0.000108934,20700,37800,264600,710100,980100,72809.9374,406496.6316,76702.59072
-925,1622,28285,6.7,0,405,24689,1622,28285,1,405,35.81,0.007374132,0.00141239,0.002113161,0.001155599,14400,29700,268200,704700,996300,66612.44776,421400.9755,73405.28789
-5573,1565,31006,6.7,0,397,24715,1565,31006,1,397,35.77,0.007374132,0.00141239,0.002113161,0.001155599,10800,43200,271800,692100,993600,66849.009,422424.9288,78483.37498
-889,1624,31068,6.9,0,430,22613,1624,31068,1,430,37.2,0.003194174,0.00141239,0.002113161,0.000731927,10800,60300,306900,691200,944100,59624.38141,399438.4148,77863.07963
-629,1757,29452,6.4,0,442,25579,1757,29452,1,442,35.14,0.007374132,0.00141239,0.000639021,0.000108934,26100,74700,342000,735300,835200,53744.33077,348054.2618,74677.50723
12,259,7364,0.6,2.1,4,85886,259,7364,1,4,1.93,0,0.000938531,0.006077151,0,108900,341100,315900,648900,594000,56413.11275,203288.8515,1233.873006
36,259,7364,0.6,2.1,4,85886,259,7364,1,4,1.93,0,0.000938531,0.006077151,0,108900,341100,316800,648000,595800,56524.49089,202646.1435,1233.873006
1,151,6430,2.7,1.8,10,56712,151,6430,1,10,7.46,0,0.000797231,0.007120026,0,55800,274500,365400,614700,694800,64601.25838,271874.373,7285.346811
-7,140,6169,2.9,1.8,8,57380,140,6169,1,8,6.3,0,0.000797231,0.007120026,0,27900,373500,470700,567900,572400,89340.90446,285788.4503,4236.239676
0,1023,1415,1,1.5,58,53824,1023,1415,1,58,6.64,0,0.011289597,0.00168858,0.000545673,462600,712800,400500,324000,111600,82095.98316,79787.60755,1392.120722
