Net_Passengers,2019 Total Housing Units,2019 Total Daytime Population,2019 Unemployment Rate,2014-2018 ACS Average Number of Vehicles,2014-2018 ACS HHs: Inc Below Poverty Level,2019 Median Household Income,Household Density,Daytime_Population_Density,Shape Area sqmi,2014-2018 ACS HHs: Inc Below Poverty Level,2014-2018 ACS HHs: Inc Below Poverty Level: Percent,primary_length,secondary_length,tertiary_length,walk_length,Undeveloped_Sq_Meters,Developed_OP_Sq_Meters,Developed_LI_Sq_Meters,Developed_MI_Sq_Meters,Developed_HI_Sq_Meters,Square_Meters_Residential,Square_Meters_Com_Ind_MU,Square_Meters_Other
15,896,3829,7.3,1.3,197,27419,896,3829,1,197,27.86,0.002749748,0.000522074,0.001124334,0.001421099,90000,489600,765000,526500,136800,173975.9148,107763.5413,3899.952696
-1,968,4387,7.4,1.3,228,26656,968,4387,1,228,29.5,0.002749748,0.000522074,0.001124334,0.000524189,101700,493200,785700,482400,149400,176681.991,102227.5474,3054.497621
-10,816,4140,6.8,1.3,184,26601,816,4140,1,184,28.75,0.002749748,0.027680965,0.001124334,0.000524189,110700,501300,760500,475200,167400,166876.3057,153315.6724,3054.497621
-5,809,8834,7.3,1.2,196,26329,809,8834,1,196,29.39,0.002749748,0.027680965,0.001124334,0.000524189,117900,508500,699300,494100,189000,150373.3102,174040.0822,2919.864698
-10,1359,9501,9.2,1.2,273,28500,1359,9501,1,273,24.14,0.002749748,0.033013667,0.001124334,0.000524189,122400,506700,668700,504900,199800,141602.7996,175028.3046,2919.864698
-1,1342,9493,9.4,1.1,274,28454,1342,9493,1,274,24.29,0.002749748,0.033013667,0.001570259,0.000524189,132300,514800,659700,515700,189900,130852.3934,169504.8942,4652.984808
-13,1488,9295,10.1,1.1,321,28278,1488,9295,1,321,25.52,0.000462899,0.033013667,0.000756953,0.000524189,161100,443700,731700,515700,156600,141362.9548,164803.8374,3736.078466
-66,1474,7310,10.6,1.1,337,27772,1474,7310,1,337,26.87,0,0.033013667,0.000756953,0.000524189,275400,499500,691200,411300,134100,135420.9985,152102.8636,2588.523278
-36,1507,7419,11.9,1,373,27061,1507,7419,1,373,29.1,0,0.033013667,0.003384619,0.000524189,401400,495900,647100,355500,112500,117995.7705,134369.3592,2675.495348
1,1482,7443,12.6,1,392,25983,1482,7443,1,392,31.54,0,0.027680965,0.003384619,0.000524189,438300,515700,623700,333900,104400,109644.1577,132942.2153,2535.227333
-3,1457,6211,12.2,1,359,26996,1457,6211,1,359,29.79,0.003570056,0.027680965,0.003384619,0.000997722,464400,550800,589500,316800,82800,109923.889,123953.9886,3028.065259
-5,1519,6274,12,1,374,26958,1519,6274,1,374,30.14,0.003570056,0.027680965,0.003384619,0.000997722,459900,558000,612000,308700,72900,114076.0478,113092.3348,3818.341237
-66,1672,2810,12.3,1,419,26497,1672,2810,1,419,31.08,0.003570056,0.027680965,0.003384619,0.000997722,466200,533700,702900,252900,49500,125537.5259,83903.96463,4434.30498
-66,1258,1985,13.5,1,399,20305,1258,1985,1,399,39.35,0.003570056,0.027680965,0.003384619,0.000104051,429300,465300,815400,260100,40500,144086.0775,81213.75721,4662.138092
-55,1314,2152,13.5,1,420,19870,1314,2152,1,420,39.7,0.003570056,0.027680965,0.003384619,0.000104051,412200,512100,837900,216900,26100,147145.7135,37692.05262,2726.628675
-132,1272,2147,13.5,1,405,19713,1272,2147,1,405,39.82,0.003570056,0.027680965,0.004266229,0.000104051,410400,567900,808200,182700,38700,137425.4588,37484.18234,2524.34442
-29,821,1527,11.4,0,227,21920,821,1527,1,227,35.97,0.003570056,0.027680965,0.006512246,0.000943169,459900,582300,717300,183600,67500,105828.0265,52554.45152,4427.841495
-11,850,1576,10.9,0,238,22449,850,1576,1,238,36.45,0.003570056,0.027680965,0.004580226,0.000943169,468900,558000,692100,212400,76500,100768.3633,56326.34507,3432.563658
-6,816,1524,9.4,0,208,24871,816,1524,1,208,32.65,0.003570056,0.027680965,0.004580226,0.000943169,487800,554400,649800,220500,94500,87821.86851,66494.71322,3422.361828
-6,732,1464,8.8,0,178,27631,732,1464,1,178,31.84,0,0.027680965,0.001219749,0.001274197,489600,562500,599400,244800,118800,77444.35883,79555.08298,33372.36158
-17,700,1322,8,0,167,28847,700,1322,1,167,30.93,0,0.027680965,0.001219749,0.001274197,475200,560700,593100,264600,121500,78375.88185,84571.04515,42026.16882
-36,853,1703,7.4,0,191,28623,853,1703,1,191,29.16,0,0.027680965,0.001219749,0.001274197,477900,538200,573300,288000,136800,79542.80117,86174.78165,42879.00596
-28,803,1628,7.7,0,179,28263,803,1628,1,179,29.83,0,0.027680965,0.001219749,0.001274197,447300,544500,601200,297000,122400,94020.94449,84202.00297,43409.37148
-32,853,1508,7.8,1.3,199,27635,853,1508,1,199,31.29,0,0.027680965,0.001219749,0.001274197,412200,573300,649800,275400,97200,105702.0747,83666.51313,14802.99817
-1,941,1709,7.4,1.3,216,28192,941,1709,1,216,30.73,0,0.027680965,0.001219749,0.001274197,396000,604800,683100,244800,80100,112609.1552,75315.7886,12931.36163
-3,966,1726,7.4,1.4,212,29363,966,1726,1,212,29.08,0,0.012112659,0.00294395,0.001274197,423000,606600,691200,231300,60300,118049.544,66303.32759,4698.945717
1,1148,1954,6.8,1.4,263,31012,1148,1954,1,263,28.87,0,0.012112659,0.002659247,0.001274197,450900,585000,702900,232200,42300,120290.5899,62766.51956,4773.807915
-12,1139,1937,6.6,1.4,265,31083,1139,1937,1,265,29.15,0,0.012112659,0.002659247,0.000108751,481500,567900,675900,234000,45000,117730.1201,56247.64611,3530.152981
-7,1128,1938,6.4,1.4,270,30657,1128,1938,1,270,29.8,0,0.012112659,0.002659247,0.001274197,344700,566100,733500,305100,62100,123122.5523,63373.61506,4660.182781
7,1167,2115,6.4,1.4,276,30605,1167,2115,1,276,29.49,0,0.012112659,0.002659247,0.001274197,208800,543600,796500,376200,82800,124316.913,83755.38188,4821.661307
0,1108,2206,6,1.4,274,30162,1108,2206,1,274,30.28,0,0.012112659,0.00294395,0.001274197,126000,490500,830700,437400,127800,116562.4221,113307.6684,13049.46313
-177,1087,2168,5.9,1.4,273,30070,1087,2168,1,273,30.47,0,0.012112659,0.00294395,0.001274197,136800,487800,821700,431100,131400,115387.2912,114891.9258,13290.3684
0,837,2023,8.1,1.6,173,29731,837,2023,1,173,27.33,0.030232388,0,7.72E-06,0,18900,148500,456300,223200,154800,67326.14376,55093.30803,14523.88231
336,837,2023,8.1,1.6,173,29731,837,2023,1,173,27.33,0.030232388,0,7.72E-06,0,18900,148500,456300,223200,154800,67326.14376,55093.30803,14523.88231
-8,830,1937,8,1.6,171,29905,830,1937,1,171,26.84,0.030232388,0,7.72E-06,0,20700,143100,419400,164700,130500,64031.45789,51080.31533,14523.88231
-14,894,2125,7.8,1.6,194,29340,894,2125,1,194,28.16,0.030232388,0,7.72E-06,0,56700,179100,515700,222300,159300,79224.27635,59949.18726,15074.19494
36,877,2206,7.8,1.6,195,29122,877,2206,1,195,28.59,0.030232388,0,7.72E-06,0,66600,192600,579600,270900,175500,85796.5475,68406.97508,15074.19494
-1,929,2486,7.7,1.6,221,29164,929,2486,1,221,30.11,0.030232388,0,7.72E-06,0,60300,206100,668700,340200,221400,91302.72292,101561.8713,44164.58551
24,913,2359,7.7,1.6,223,29001,913,2359,1,223,30.72,0.030232388,0,7.72E-06,0,58500,208800,718200,385200,268200,94032.53961,108355.3976,53948.6031
15,916,2339,8.1,1.6,235,28881,916,2339,1,235,31.8,0.030232388,0,7.72E-06,0,54900,207000,765000,441000,298800,96542.22947,114958.472,76215.51686
1,836,2226,8.4,1.6,216,28360,836,2226,1,216,32.29,0.030232388,0,7.72E-06,0,72000,198000,796500,505800,324900,99465.44167,134020.0582,76215.51686
29,815,2248,9.1,1.6,229,28128,815,2248,1,229,34.13,0.030232388,0,7.72E-06,0,76500,198000,819900,538200,345600,102232.6216,142291.0917,76767.18412
12,788,2194,9.3,1.6,226,28260,788,2194,1,226,34.72,0.030232388,0,0.013384087,0,78300,189000,849600,544500,346500,102013.4944,143994.4,76374.9157
5,855,2264,9.8,1.5,255,28131,855,2264,1,255,35.81,0.030232388,0,0.013384087,0,77400,185400,861300,549000,345600,102620.449,157062.2939,65545.28708
15,748,2203,9.5,1.5,224,28214,748,2203,1,224,36.13,0.030232388,0.007395488,0.000845632,0,62100,159300,810900,605700,369900,99452.49984,166047.8783,62169.60622
4,697,2204,12.5,1.4,236,27787,697,2204,1,236,40.14,0.030232388,0.007395488,0.001918637,0,22500,142200,775800,665100,400500,94795.46716,192899.7087,62558.80117
36,732,2245,14.3,1.3,265,27451,732,2245,1,265,41.67,0.030232388,0.007395488,0.001918637,0,20700,152100,785700,643500,404100,93950.37738,208471.9255,62301.86981
-3,883,2451,15.2,1.3,316,27096,883,2451,1,316,40.83,0.030232388,0.007395488,0.001918637,0,15300,164700,869400,609300,349200,111729.6929,189768.8707,37509.09186
12,984,2792,15,1.2,353,26458,984,2792,1,353,41.05,0.030232388,0.007395488,0.007535005,0,900,156600,932400,592200,324000,125943.2037,183657.7683,39187.25967
2,1062,2935,14.5,1.3,376,26707,1062,2935,1,376,40.47,0.030232388,0.007395488,0.007535005,0,,136800,965700,585000,321300,135515.9177,167705.0965,11226.8728
-5,1107,3086,13.6,1.3,397,26878,1107,3086,1,397,40.59,0.030232388,0.007395488,0.007535005,0,,134100,1008900,567000,300600,145669.2115,169486.6719,11129.05333
31,1235,3155,14.3,1.2,439,26093,1235,3155,1,439,40.31,0.030232388,0.007395488,0.007535005,0.002575426,,139500,1089900,534600,246600,160508.7099,167614.9992,11129.05333
29,1186,3013,14.6,1.2,426,25985,1186,3013,1,426,40.61,0.030232388,0.007395488,0.007535005,0,,135900,1026000,559800,285300,151220.9066,170867.2979,10940.12555
30,1247,3280,15,1.2,448,25414,1247,3280,1,448,40.65,0.030232388,0.007395488,0.007535005,0,,134100,1057500,534600,282600,157072.9432,169432.3456,10672.50365
48,1227,3295,15.2,1.2,437,25278,1227,3295,1,437,40.39,0.030232388,0.007395488,0.007535005,0,,135000,1025100,529200,317700,154223.2816,184953.3539,13436.38392
3,1245,3839,15.3,1.2,434,24924,1245,3839,1,434,39.82,0.030232388,0.007395488,0.002701325,0,1800,134100,983700,548100,337500,146936.2684,188934.4586,13593.08447
27,1225,3839,15.7,1.1,435,22631,1225,3839,1,435,40.35,0.030232388,0.007395488,0.002701325,0,1800,122400,971100,568800,349200,140792.9746,211013.8592,14042.97356
8,1527,4268,15.6,1.1,540,21208,1527,4268,1,540,40.6,0.030232388,0,0.002705996,0,1800,120600,1000800,549000,334800,142308.2374,213473.4754,15571.33716
0,1547,4615,15.5,1.1,547,20548,1547,4615,1,547,40.07,0,0,0.002705996,0,1800,118800,1000800,567000,323100,138956.0793,215242.7729,13893.16935
11,1540,4629,15.5,1.1,549,19820,1540,4629,1,549,40.01,0,0,0.002705996,0,1800,117900,985500,576000,333900,130884.0847,213129.2821,7009.652776
17,1395,4433,15.6,1.1,496,18777,1395,4433,1,496,40.1,0,0,0.002705996,0,4500,97200,910800,637200,366300,120794.7563,217163.559,6469.586828
31,1339,4770,15.5,1.1,478,18548,1339,4770,1,478,40.41,0.010820057,0,0.002705996,0,8100,84600,860400,640800,416700,111655.67,212656.482,5831.807232
0,1217,4816,15.3,1.1,436,18857,1217,4816,1,436,40.07,0.010820057,0,0.002705996,0,8100,79200,790200,673200,461700,99158.80487,207048.5867,11887.39332
74,1236,4851,15.3,1.1,441,18811,1236,4851,1,441,40.09,0.010820057,0,0.002705996,0,8100,78300,793800,667800,460800,100282.1775,210309.2475,11706.17722
14,1256,4741,14.9,1.1,461,18890,1256,4741,1,461,40.12,0.007694603,0,0.002705996,0,8100,81900,747000,681300,486900,92325.99323,203947.0613,11887.39332
57,1183,4137,14.5,1.1,430,18908,1183,4137,1,430,40.3,0.007694603,0,0.002705996,0,8100,96300,748800,670500,484200,90731.9396,187452.9,12165.62298
155,1227,4143,13.6,1.1,432,19106,1227,4143,1,432,40.19,0.01061968,0,0.002705996,0,8100,113400,776700,657000,452700,95385.58752,191328.3715,12392.37615
158,1315,4159,10.7,1.2,419,20737,1315,4159,1,419,37.75,0.01061968,0,0.001357906,0.001978362,9000,144000,819900,653400,386100,107484.7947,154291.5783,11092.08573
76,1273,4160,9.8,1.2,367,22863,1273,4160,1,367,34.89,0.01061968,0,0.002705996,0.001978362,10800,155700,835200,612000,395100,120281.627,160919.6185,9512.203964
7,1219,3886,9.5,1.2,337,23714,1219,3886,1,337,33.63,0.01061968,0,0.002705996,0.001978362,10800,163800,846900,574200,408600,121747.4645,150609.1177,9583.619836
12,1207,3868,9.3,1.2,329,23823,1207,3868,1,329,33.3,0.01061968,0.020014971,0.002705996,0.001978362,10800,165600,853200,554400,428400,120756.8989,165232.6626,9555.29849
245,739,3018,6.9,1.3,140,29550,739,3018,1,140,24.65,0.002044084,0.020014971,0.00171499,0.001978362,10800,159300,794700,568800,480600,108769.5705,180734.5719,9702.088123
-9,575,2923,6.7,1.4,113,30189,575,2923,1,113,24.35,0.002044084,0.020014971,0.011284411,0.001978362,28800,252900,644400,549000,537300,75329.01883,192407.3009,10620.89451
9,501,3005,6.4,1.4,97,30605,501,3005,1,97,23.6,0.002044084,0.020014971,0.007605803,0.001978362,27900,261000,592200,591300,536400,65733.1659,207027.4251,11089.79975
12,471,2727,6.8,1.5,94,30515,471,2727,1,94,24.23,0.002044084,0.020014971,0.007605803,0.001978362,27000,254700,555300,613800,561600,49185.44722,238670.6127,10760.65859
0,318,2463,6.6,1.5,62,30675,318,2463,1,62,24.31,0.002044084,0.020014971,0.001771174,0.004527227,69300,227700,475200,626400,606600,35445.38398,235743.2378,24484.83861
-3,277,2376,7,1.6,52,32082,277,2376,1,52,25.37,0.002044084,0.020014971,0.001771174,0.004527227,116100,226800,410400,629100,620100,24550.03256,231510.7627,18200.7197
5,229,1950,7.3,1.6,43,34032,229,1950,1,43,28.86,0.002044084,0.020014971,0.001771174,0.002794751,160200,215100,393300,632700,607500,19541.04058,222305.5775,18138.70854
-2,155,1515,5.3,1.6,18,39935,155,1515,1,18,21.69,0.002044084,0.020014971,0.001771174,0.002794751,182700,217800,380700,616500,609300,21024.38242,209255.468,18149.73547
-1,211,1486,4.3,1.6,21,44949,211,1486,1,21,15.67,0.00077547,0.020014971,0.001771174,0.002794751,182700,218700,380700,623700,608400,28829.05782,210917.6441,18090.18694
0,276,1960,3.8,1.6,23,47344,276,1960,1,23,14.11,0.00077547,0.020014971,0.001771174,0.002794751,170100,215100,390600,607500,630000,32028.62518,196372.805,17659.5066
0,302,2038,2.3,1.6,13,53566,302,2038,1,13,8.67,0.00077547,0.000124346,0.001771174,0.002794751,106200,178200,393300,646200,684000,36413.53247,225752.3478,19432.89069
-3,381,2574,3.1,1.6,22,48401,381,2574,1,22,11.89,0.00077547,0.000124346,0.001771174,0.003011122,13500,234900,382500,686700,695700,43098.1287,241988.209,40609.52513
-3,405,2528,3.1,1.6,28,47372,405,2528,1,28,13.79,0.001489466,0.020014971,0.001771174,0.003011122,11700,324000,341100,644400,691200,45504.17938,270953.3992,40483.90764
-2,486,1927,3.8,1.5,61,41699,486,1927,1,61,21.55,0.021879918,0.020014971,0.000770826,0.001295101,5400,417600,360900,619200,604800,60837.83455,266868.0357,26112.4828
-41,924,3094,6.2,1.4,227,27735,924,3094,1,227,32.52,0.021879918,0.020014971,0.000770826,0.001295101,,428400,443700,673200,462600,72188.88453,212629.6708,28589.31074
0,1094,3846,6.4,1.4,249,27617,1094,3846,1,249,31.6,0.021879918,0.010508902,0.001995961,0.000117272,,315000,501300,734400,459000,90136.89078,218322.5925,27040.5273
3,1183,4366,6.5,1.4,257,27228,1183,4366,1,257,31.97,0.021879918,0.010508902,0.001995961,0.001779624,,234000,495900,775800,500400,103459.1443,225106.7435,26278.67944
82,1155,6939,6.5,1.4,253,26838,1155,6939,1,253,32.52,0.021879918,0.010508902,0.002113161,0.000135852,3600,155700,475200,782100,589500,102697.2659,282862.8088,26622.30439
113,1090,7129,6.5,1.4,226,27199,1090,7129,1,226,32.24,0.003167995,0.010508902,0.001407704,0.000514863,12600,69300,431100,791100,702900,98284.14604,297143.7826,25436.71751
-81,1113,8801,6.6,1.4,228,27424,1113,8801,1,228,32.52,0.003167995,0.003388128,0.001407704,0.000514863,13500,34200,381600,767700,809100,96629.14853,312839.9327,29276.37213
-30,1323,11784,6.5,1.2,321,28186,1323,11784,1,321,32.82,0.006043882,0.003388128,0.001407704,0.000514863,15300,29700,311400,728100,921600,84900.19475,362014.3216,37027.83347
-55,1248,14868,6.4,1.2,320,28920,1248,14868,1,320,32.39,0.002155077,0.003388128,0.001407704,0.000514863,18000,18000,239400,732600,997200,72051.2506,398799.7756,37132.09357
-202,1236,19327,6.4,1.1,314,29148,1236,19327,1,314,32.74,0.004167034,0.003388128,0.001407704,0.000514863,20700,13500,186300,712800,1074600,60202.55936,481095.6567,47716.68489
0,1293,27019,6.2,1.1,284,29969,1293,27019,1,284,31.98,0.004167034,0.003388128,0.001407704,0.001288492,17100,16200,161100,666900,1152000,53700.05511,477477.8535,53516.47137
-3,1278,26972,6.2,1.1,281,30108,1278,26972,1,281,31.9,0.004167034,0.003388128,0.001407704,0.000956618,14400,18900,167400,645300,1161900,50757.36971,478606.9546,43808.6143
-2,1380,29782,6.5,0,350,25719,1380,29782,1,350,35.07,0.003194174,0.003388128,0.002502882,0.001860492,9900,21600,203400,645300,1134900,53243.66175,462442.9915,58934.26522
-32,1630,30034,7.5,0,486,17507,1630,30034,1,486,41.86,0.007752459,0.003388128,0.002502882,0.001860492,7200,19800,231300,632700,1113300,69878.18679,452916.4896,58934.26522
-293,1685,29428,8.2,0,542,15859,1685,29428,1,542,43.67,0.003194174,0.003388128,0.002502882,0.001013968,7200,21600,236700,632700,1110600,74983.57427,426248.6078,62473.92408
-52,1659,29614,7.8,0,515,16943,1659,29614,1,515,42.18,0.003194174,0.003388128,0.002502882,0.001013968,7200,22500,235800,640800,1107900,75423.32284,399884.316,69389.62103
-286,1662,29919,6.8,0,412,23963,1662,29919,1,412,36.36,0.003194174,0.001636896,0.002502882,0.001013968,7200,36000,269100,650700,1051200,75028.18863,399964.7862,77583.59767
0,1772,31440,6.6,0,444,25553,1772,31440,1,444,35.13,0.007374132,0.00141239,0.002113161,0.000108934,11700,59400,304200,736200,901800,54403.68756,385230.0117,79985.91952
0,1774,31490,6.6,0,444,25553,1774,31490,1,444,35.13,0.007374132,0.00141239,0.002113161,0.000108934,10800,54900,290700,721800,936000,54900.26924,390022.5973,80244.82809
-534,1772,31440,6.6,0,444,25553,1772,31440,1,444,35.13,0.007374132,0.00141239,0.002113161,0.000108934,11700,59400,304200,736200,901800,54403.68756,385230.0117,79985.91952
-53,1807,27195,6.5,0,449,25874,1807,27195,1,449,34.57,0.007374132,0.00141239,0.000639021,0.000108934,119700,82800,306900,715500,782100,50093.27502,312603.7443,74677.50723
0,1310,20452,5.8,1.1,234,32117,1310,20452,1,234,28.43,0.007374132,0.00141239,0.000639021,0.000108934,375300,65700,230400,664200,669600,53104.53072,248749.6774,64819.26406
-1,1205,19481,5.9,1.1,204,32042,1205,19481,1,204,28.25,0.001456443,0.00141239,0.000639021,0.000108934,399600,72000,214200,649800,670500,54829.13153,257184.0301,64819.26406
-1,1034,17189,5.9,1.1,200,31906,1034,17189,1,200,28.29,0.001456443,0.001636896,0.000639021,0.000108934,481500,110700,257400,599400,565200,59734.09769,249866.1718,37278.34395
-3,1115,16419,6.2,1.1,208,31486,1115,16419,1,208,28.34,0.001456443,0.001636896,0.002187013,0.000108934,470700,126000,296100,650700,470700,58317.48575,245666.2652,20542.72889
-4,58,2120,18.5,1,15,23671,58,2120,1,15,31.25,0.002539036,0,0.003898335,0.004159403,574200,334800,324000,351900,419400,16527.8121,110057.9126,44211.82727
0,946,1800,17.4,0,245,21165,946,1800,1,245,30.51,0.002539036,0.027680965,0.004266229,0.000104051,75600,352800,871200,417600,287100,107743.2959,49004.5466,61268.7897
-34,946,1800,17.4,0,245,21165,946,1800,1,245,30.51,0.002539036,0,0.004266229,0.000104051,77400,352800,870300,422100,285300,108277.7251,49004.5466,61268.7897
0,983,1953,17.5,0,255,20966,983,1953,1,255,30.65,0.002539036,0,0.004266229,0.000104051,74700,352800,871200,417600,296100,104137.6073,47759.75662,61268.7897
50,983,1953,17.5,0,255,20966,983,1953,1,255,30.65,0.002539036,0,0.004266229,0.000104051,74700,352800,871200,417600,296100,104137.6073,47759.75662,61268.7897
4,58,2120,18.5,1,15,23671,58,2120,1,15,31.25,0.002539036,0,0.003898335,0.004159403,574200,334800,324000,351900,419400,16527.8121,110057.9126,44211.82727
1,608,9915,6.8,1.3,118,31466,608,9915,1,118,26.28,0.001456443,0.001636896,0.002187013,0.001155599,569700,140400,343800,630000,324000,38922.46596,256539.9658,18952.33349
0,962,11797,6,1.1,188,31924,962,11797,1,188,27.69,0.001456443,0.001636896,0.002187013,0.000108934,566100,138600,302400,621000,382500,40558.85101,219198.0527,20175.66116
0,1004,14734,6,1.1,191,32027,1004,14734,1,191,27.72,0.001456443,0.001636896,0.002187013,0.000108934,585900,116100,273600,591300,440100,43390.80724,223166.1795,32865.83398
0,1046,15928,5.8,1.1,192,33752,1046,15928,1,192,26.56,0.001456443,0.00141239,0.000639021,0.000108934,548100,73800,223200,620100,548100,57823.09226,203124.2203,63616.21445
0,1183,17911,5.8,1.1,192,33532,1183,17911,1,192,26.63,0.007374132,0.00141239,0.000639021,0.000108934,520200,87300,252000,597600,557100,55649.04255,194636.3488,63616.21445
0,1188,18149,5.7,1.1,197,33572,1188,18149,1,197,26.88,0.007374132,0.00141239,0.000639021,0.000108934,503100,97200,262800,590400,560700,53789.38984,203946.2322,63616.21445
0,1190,21187,5.5,1,209,32441,1190,21187,1,209,28.02,0.007374132,0.00141239,0.000639021,0.000108934,487800,112500,269100,579600,557100,51843.29957,211628.7817,68114.99404
21,1268,22326,5,1.1,226,32232,1268,22326,1,226,28.46,0.007374132,0.00141239,0.000639021,0.000108934,378000,98100,285300,621000,629100,47281.46265,257953.9221,64940.29291
98,1807,27195,6.5,0,449,25874,1807,27195,1,449,34.57,0.007374132,0.00141239,0.000639021,0.000108934,117000,81900,308700,717300,783000,50860.30196,308444.9925,74677.50723
0,1774,31490,6.6,0,444,25553,1774,31490,1,444,35.13,0.007374132,0.00141239,0.002113161,0.000108934,10800,54900,290700,721800,936000,54900.26924,390022.5973,80244.82809
745,1774,31490,6.6,0,444,25553,1774,31490,1,444,35.13,0.007374132,0.00141239,0.002113161,0.000108934,10800,53100,282600,716400,943200,55819.5418,416934.4394,74275.96096
232,1581,31031,6.7,0,404,24286,1581,31031,1,404,36.01,0.003194174,0.00141239,0.002113161,7.53E-05,9900,43200,267300,682200,1004400,69333.42112,421318.1473,77771.14224
4,1627,29632,7.9,0,509,16757,1627,29632,1,509,42.35,0.003194174,0.003388128,0.002502882,0.001013968,7200,22500,239400,632700,1103400,76568.13,409196.7797,69389.62103
655,1685,29090,8.2,0,542,15859,1685,29090,1,542,43.67,0.003194174,0.003388128,0.002502882,0.001013968,7200,21600,243900,639000,1103400,75617.02756,400978.1456,62473.92408
9,1801,28990,7.8,0,571,16349,1801,28990,1,571,42.96,0.004167034,0.003388128,0.002502882,0.001013968,7200,20700,225900,609300,1150200,61435.0793,449135.0552,50766.04996
16,1349,29300,6.6,0,353,24083,1349,29300,1,353,36.24,0.004167034,0.003388128,0.001407704,0.001860492,7200,18900,207000,603000,1175400,53257.78666,465996.6204,50595.15961
8,1364,28455,6.5,0,347,25575,1364,28455,1,347,35.26,0.004167034,0.003388128,0.001407704,0.001860492,7200,16200,170100,616500,1200600,53077.66066,477136.4631,43808.6143
13,1098,21258,5.9,1,236,30750,1098,21258,1,236,31.38,0.004167034,0.003388128,0.001407704,0.001860492,7200,16200,153900,628200,1207800,51190.31936,490740.7246,43808.6143
7,1264,21990,6.1,1.1,280,29959,1264,21990,1,280,32.22,0.004167034,0.003388128,0.001407704,0.001860492,9900,17100,139500,639000,1200600,50689.74569,486829.0421,53345.71452
-1,1210,21067,6,1.1,291,30383,1210,21067,1,291,32.37,0.004167034,0.003388128,0.001407704,0.000956618,12600,13500,143100,663300,1181700,54637.18317,483380.7118,56134.54115
-4,1246,19865,6.2,1.1,303,30221,1246,19865,1,303,32.58,0.004167034,0.003388128,0.001407704,0.000956618,15300,13500,158400,672300,1152000,55609.08764,485941.4535,47716.68489
-36,1349,11722,6.3,1.2,321,29540,1349,11722,1,321,32.99,0.004167034,0.003388128,0.001407704,0.000135852,12600,31500,286200,693900,990900,79942.08035,400041.7511,32462.74232
121,1102,8241,6.3,1.4,218,28313,1102,8241,1,218,32.78,0.003167995,0.003388128,0.001407704,0.001288492,1800,53100,382500,752400,815400,89686.44402,312540.1018,29276.37213
6,1122,6848,6.3,1.4,221,29186,1122,6848,1,221,31.89,0.003167995,0.010508902,0.001407704,0.001779624,,127800,432000,769500,681300,97053.2483,289257.0149,25573.75177
5,1056,4488,6.2,1.4,212,29631,1056,4488,1,212,31.5,0.021879918,0.010508902,0.001222337,0.000117272,,225900,447300,755100,577800,97589.6505,260713.3732,26522.06239
-1,895,3423,6.3,1.4,200,29140,895,3423,1,200,32.1,0.021879918,0.010508902,0.001995961,0.003011122,,326700,456300,724500,504900,85185.3419,216890.7191,26895.60705
-1,959,3482,6.3,1.4,227,27592,959,3482,1,227,32.43,0.021879918,0.010508902,0.000770826,0.001295101,,414000,448200,684000,468900,74718.4668,208127.0868,28802.18979
-3,521,2509,4,1.5,68,40537,521,2509,1,68,22.59,0.021879918,0.010508902,0.000770826,0.001295101,1800,411300,366300,626400,607500,63953.40057,264798.2183,26112.4828
-133,432,3085,3.4,1.5,35,46299,432,3085,1,35,15.84,0.000639328,0.002086248,0.001771174,0.003011122,11700,337500,339300,629100,693900,49489.47243,273281.6395,40576.99836
-1,386,2605,3.1,1.6,23,48627,386,2605,1,23,12.23,0.001489466,0.000124346,0.001771174,0.003011122,11700,290700,345600,656100,706500,43098.1287,268519.238,40211.74703
2,381,2591,3.1,1.6,22,48401,381,2591,1,22,11.89,0.00077547,0.000124346,0.001771174,0.003011122,13500,248400,366300,684000,699300,43098.1287,244005.554,40609.52513
-5,302,2038,2.3,1.6,13,53566,302,2038,1,13,8.67,0.00077547,0.000124346,0.001771174,0.002794751,103500,176400,397800,649800,684900,37284.7607,226408.4736,19035.11259
-10,230,1950,7.3,1.6,43,34032,230,1950,1,43,28.86,0.002044084,0.020014971,0.001771174,0.002794751,171900,216900,383400,625500,612900,17764.31216,219925.793,18138.70854
0,263,2354,7.1,1.6,51,32098,263,2354,1,51,26.15,0.002044084,0.020014971,0.001771174,0.004527227,128700,226800,407700,630900,621000,22114.69887,229689.6744,19092.68194
-2,313,2434,6.7,1.5,61,30667,313,2434,1,61,24.4,0.002044084,0.020014971,0.001771174,0.004527227,78300,229500,469800,623700,612900,34153.3937,236494.4555,24484.83861
-6,357,2424,6.7,1.5,70,30584,357,2424,1,70,23.97,0.002044084,0.020014971,0.001771174,0.001978362,33300,252000,514800,636300,574200,42699.69428,228640.3155,21271.10115
-38,410,2588,7.4,1.5,85,30354,410,2588,1,85,24.43,0.002044084,0.020014971,0.007605803,0.001978362,25200,252900,545400,626400,562500,46541.32821,234468.1608,10760.65859
-9,565,2936,6.7,1.4,111,30280,565,2936,1,111,24.18,0.002044084,0.020014971,0.007605803,0.001978362,28800,256500,626400,560700,539100,72865.06448,190282.1501,10471.28109
-106,611,3025,6.5,1.4,113,30615,611,3025,1,113,23.11,0.002044084,0.020014971,0.007605803,0.001978362,21600,213300,720900,531900,516600,88029.67838,180042.8129,10106.95361
